match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,matchDate
Super Kings Vs Capitals,Super Kings,8,MSDhoni (c)†,c Warner b Marsh,20,9,1,2,222.22,"May 10, 2023"
Super Kings Vs Capitals,Super Kings,9,DeepakChahar ,not out,1,2,0,0,50.00,"May 10, 2023"
Super Kings Vs Capitals,Super Kings,10,TusharDeshpande ,not out,0,1,0,0,0.00,"May 10, 2023"
Super Kings Vs Capitals,Capitals,1,DavidWarner (c),c Rahane b Chahar,0,2,0,0,0.00,"May 10, 2023"
Super Kings Vs Capitals,Capitals,2,PhilSalt †,c Rayudu b Chahar,17,11,1,2,154.54,"May 10, 2023"
Super Kings Vs Capitals,Capitals,3,MitchellMarsh ,run out (Rahane),5,4,1,0,125.00,"May 10, 2023"
Super Kings Vs Capitals,Capitals,4,ManishPandey ,lbw b Pathirana,27,29,1,2,93.10,"May 10, 2023"
Super Kings Vs Capitals,Capitals,5,RileeRossouw ,c Pathirana b Jadeja,35,37,2,1,94.59,"May 10, 2023"
Super Kings Vs Capitals,Capitals,6,RipalPatel ,run out (Ali),10,16,0,0,62.50,"May 10, 2023"
Super Kings Vs Capitals,Capitals,7,AxarPatel ,c Rahane b Pathirana,21,12,2,1,175.00,"May 10, 2023"
Super Kings Vs Capitals,Capitals,8,AmanHakimKhan ,not out,2,3,0,0,66.66,"May 10, 2023"
Super Kings Vs Capitals,Capitals,9,LalitYadav , b Pathirana,12,5,3,0,240.00,"May 10, 2023"
Super Kings Vs Capitals,Capitals,10,KuldeepYadav ,not out,0,1,0,0,0.00,"May 10, 2023"
KKR Vs Royals,KKR,1,JasonRoy ,c Hetmyer b Boult,10,8,2,0,125.00,"May 11, 2023"
KKR Vs Royals,KKR,2,RahmanullahGurbaz †,c Sandeep Sharma b Boult,18,12,1,2,150.00,"May 11, 2023"
KKR Vs Royals,KKR,3,VenkateshIyer ,c Boult b Chahal,57,42,2,4,135.71,"May 11, 2023"
KKR Vs Royals,KKR,4,NitishRana (c),c Hetmyer b Chahal,22,17,2,0,129.41,"May 11, 2023"
KKR Vs Royals,KKR,5,AndreRussell ,c Ashwin b Asif,10,10,0,1,100.00,"May 11, 2023"
KKR Vs Royals,KKR,6,RinkuSingh ,c Root b Chahal,16,18,0,1,88.88,"May 11, 2023"
KKR Vs Royals,KKR,7,ShardulThakur ,lbw b Chahal,1,2,0,0,50.00,"May 11, 2023"
KKR Vs Royals,KKR,8,AnukulRoy ,not out,6,6,0,0,100.00,"May 11, 2023"
KKR Vs Royals,KKR,9,SunilNarine ,c Root b Sandeep Sharma,6,5,1,0,120.00,"May 11, 2023"
KKR Vs Royals,Royals,1,YashasviJaiswal ,not out,98,47,12,5,208.51,"May 11, 2023"
KKR Vs Royals,Royals,2,JosButtler ,run out (Russell),0,3,0,0,0.00,"May 11, 2023"
KKR Vs Royals,Royals,3,SanjuSamson (c)†,not out,48,29,2,5,165.51,"May 11, 2023"
Mumbai Vs Titans,Mumbai,1,IshanKishan †,lbw b Rashid Khan,31,20,4,1,155.00,"May 12, 2023"
Mumbai Vs Titans,Mumbai,2,RohitSharma (c),c Tewatia b Rashid Khan,29,18,3,2,161.11,"May 12, 2023"
Mumbai Vs Titans,Mumbai,3,SuryakumarYadav ,not out,103,49,11,6,210.20,"May 12, 2023"
Mumbai Vs Titans,Mumbai,4,NehalWadhera , b Rashid Khan,15,7,1,1,214.28,"May 12, 2023"
Mumbai Vs Titans,Mumbai,5,VishnuVinod ,c Manohar b Sharma,30,20,2,2,150.00,"May 12, 2023"
Mumbai Vs Titans,Mumbai,6,TimDavid ,c & b Rashid Khan,5,3,1,0,166.66,"May 12, 2023"
Mumbai Vs Titans,Mumbai,7,CameronGreen ,not out,3,3,0,0,100.00,"May 12, 2023"
Mumbai Vs Titans,Titans,1,WriddhimanSaha †,lbw b Madhwal,2,5,0,0,40.00,"May 12, 2023"
Mumbai Vs Titans,Titans,2,ShubmanGill , b Madhwal,6,9,0,0,66.66,"May 12, 2023"
Mumbai Vs Titans,Titans,3,HardikPandya (c),c †Ishan Kishan b Behrendorff,4,3,1,0,133.33,"May 12, 2023"
Mumbai Vs Titans,Titans,4,VijayShankar , b Chawla,29,14,6,0,207.14,"May 12, 2023"
Mumbai Vs Titans,Titans,5,DavidMiller ,lbw b Madhwal,41,26,4,2,157.69,"May 12, 2023"
Mumbai Vs Titans,Titans,6,AbhinavManohar , b Kartikeya,2,3,0,0,66.66,"May 12, 2023"
Mumbai Vs Titans,Titans,7,RahulTewatia ,c Green b Chawla,14,13,1,0,107.69,"May 12, 2023"
Mumbai Vs Titans,Titans,8,RashidKhan ,not out,79,32,3,10,246.87,"May 12, 2023"
Mumbai Vs Titans,Titans,9,NoorAhmad , b Kartikeya,1,3,0,0,33.33,"May 12, 2023"
Mumbai Vs Titans,Titans,10,AlzarriJoseph ,not out,7,12,1,0,58.33,"May 12, 2023"
Sunrisers Vs Super Giants,Sunrisers,1,AnmolpreetSingh ,c & b Mishra,36,27,7,0,133.33,"May 13, 2023"
Sunrisers Vs Super Giants,Sunrisers,2,AbhishekSharma ,c †de Kock b Yudhvir Singh,7,5,1,0,140.00,"May 13, 2023"
Sunrisers Vs Super Giants,Sunrisers,3,RahulTripathi ,c †de Kock b Yash Thakur,20,13,4,0,153.84,"May 13, 2023"
Sunrisers Vs Super Giants,Sunrisers,4,AidenMarkram (c),st †de Kock b Pandya,28,20,2,1,140.00,"May 13, 2023"
Sunrisers Vs Super Giants,Sunrisers,5,HeinrichKlaasen †,c Mankad b Avesh Khan,47,29,3,3,162.06,"May 13, 2023"
Sunrisers Vs Super Giants,Sunrisers,6,GlennPhillips , b Pandya,0,1,0,0,0.00,"May 13, 2023"
Sunrisers Vs Super Giants,Sunrisers,7,AbdulSamad ,not out,37,25,1,4,148.00,"May 13, 2023"
Sunrisers Vs Super Giants,Sunrisers,8,BhuvneshwarKumar ,not out,2,1,0,0,200.00,"May 13, 2023"
Sunrisers Vs Super Giants,Super Giants,1,KyleMayers ,c Markram b Phillips,2,14,0,0,14.28,"May 13, 2023"
Sunrisers Vs Super Giants,Super Giants,2,QuintondeKock †,c Abhishek Sharma b Markande,29,19,3,1,152.63,"May 13, 2023"
Sunrisers Vs Super Giants,Super Giants,3,PrerakMankad ,not out,64,45,7,2,142.22,"May 13, 2023"
Sunrisers Vs Super Giants,Super Giants,4,MarcusStoinis ,c Abdul Samad b Abhishek Sharma,40,25,2,3,160.00,"May 13, 2023"
Sunrisers Vs Super Giants,Super Giants,5,NicholasPooran ,not out,44,13,3,4,338.46,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,1,PrabhsimranSingh , b Mukesh Kumar,103,65,10,6,158.46,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,2,ShikharDhawan (c),c Rossouw b Sharma,7,5,0,1,140.00,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,3,LiamLivingstone , b Sharma,4,5,1,0,80.00,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,4,JiteshSharma †, b Patel,5,5,1,0,100.00,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,5,SamCurran ,c Aman Hakim Khan b Dubey,20,24,1,0,83.33,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,6,HarpreetBrar ,c Marsh b Kuldeep Yadav,2,5,0,0,40.00,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,7,MShahrukhKhan ,run out (†Salt/Ahmed),2,4,0,0,50.00,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,8,SikandarRaza ,not out,11,7,0,1,157.14,"May 13, 2023"
Punjab Kings Vs Capitals,Punjab Kings,9,RishiDhawan ,not out,0,0,0,0,-,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,1,DavidWarner (c),lbw b Harpreet Brar,54,27,10,1,200.00,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,2,PhilSalt †, b Harpreet Brar,21,17,3,0,123.52,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,3,MitchellMarsh ,lbw b Chahar,3,4,0,0,75.00,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,4,RileeRossouw ,c Sikandar Raza b Harpreet Brar,5,5,1,0,100.00,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,5,AxarPatel ,lbw b Chahar,1,2,0,0,50.00,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,6,ManishPandey , b Harpreet Brar,0,3,0,0,0.00,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,7,AmanHakimKhan ,c Harpreet Brar b Ellis,16,18,1,1,88.88,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,8,PraveenDubey , b Ellis,16,20,2,0,80.00,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,9,KuldeepYadav ,not out,10,17,0,0,58.82,"May 13, 2023"
Punjab Kings Vs Capitals,Capitals,10,MukeshKumar ,not out,6,7,0,0,85.71,"May 13, 2023"
RCB Vs Royals,RCB,1,ViratKohli ,c Jaiswal b Asif,18,19,1,0,94.73,"May 14, 2023"
RCB Vs Royals,RCB,2,FafduPlessis (c),c Jaiswal b Asif,55,44,3,2,125.00,"May 14, 2023"
RCB Vs Royals,RCB,3,GlennMaxwell , b Sandeep Sharma,54,33,5,3,163.63,"May 14, 2023"
RCB Vs Royals,RCB,4,MahipalLomror ,c Jurel b Zampa,1,2,0,0,50.00,"May 14, 2023"
RCB Vs Royals,RCB,5,DineshKarthik †,lbw b Zampa,0,2,0,0,0.00,"May 14, 2023"
RCB Vs Royals,RCB,6,MichaelBracewell ,not out,9,9,0,0,100.00,"May 14, 2023"
RCB Vs Royals,RCB,7,AnujRawat ,not out,29,11,3,2,263.63,"May 14, 2023"
RCB Vs Royals,Royals,1,YashasviJaiswal ,c Kohli b Mohammed Siraj,0,2,0,0,0.00,"May 14, 2023"
RCB Vs Royals,Royals,2,JosButtler ,c Mohammed Siraj b Parnell,0,2,0,0,0.00,"May 14, 2023"
RCB Vs Royals,Royals,3,SanjuSamson (c)†,c Anuj Rawat b Parnell,4,5,1,0,80.00,"May 14, 2023"
RCB Vs Royals,Royals,4,JoeRoot ,lbw b Parnell,10,15,1,0,66.66,"May 14, 2023"
RCB Vs Royals,Royals,5,DevduttPadikkal ,c Mohammed Siraj b Bracewell,4,4,1,0,100.00,"May 14, 2023"
RCB Vs Royals,Royals,6,ShimronHetmyer ,c Bracewell b Maxwell,35,19,1,4,184.21,"May 14, 2023"
RCB Vs Royals,Royals,7,DhruvJurel ,c Lomror b Bracewell,1,7,0,0,14.28,"May 14, 2023"
RCB Vs Royals,Royals,8,RavichandranAshwin ,run out (Mohammed Siraj/Anuj Rawat),0,0,0,0,-,"May 14, 2023"
RCB Vs Royals,Royals,9,AdamZampa , b Sharma,2,6,0,0,33.33,"May 14, 2023"
RCB Vs Royals,Royals,10,SandeepSharma ,not out,0,1,0,0,0.00,"May 14, 2023"
RCB Vs Royals,Royals,11,KMAsif ,c Kohli b Sharma,0,2,0,0,0.00,"May 14, 2023"
Super Kings Vs KKR,Super Kings,1,RuturajGaikwad ,c Arora b Varun,17,13,2,0,130.76,"May 14, 2023"
Super Kings Vs KKR,Super Kings,2,DevonConway ,c Singh b Thakur,30,28,3,0,107.14,"May 14, 2023"
Super Kings Vs KKR,Super Kings,3,AjinkyaRahane ,c Roy b Varun,16,11,1,1,145.45,"May 14, 2023"
Super Kings Vs KKR,Super Kings,4,AmbatiRayudu , b Narine,4,7,0,0,57.14,"May 14, 2023"
Super Kings Vs KKR,Super Kings,5,ShivamDube ,not out,48,34,1,3,141.17,"May 14, 2023"
Super Kings Vs KKR,Super Kings,6,MoeenAli , b Narine,1,2,0,0,50.00,"May 14, 2023"
Super Kings Vs KKR,Super Kings,7,RavindraJadeja ,c Varun b Arora,20,24,0,1,83.33,"May 14, 2023"
Super Kings Vs KKR,Super Kings,8,MSDhoni (c)†,not out,2,3,0,0,66.66,"May 14, 2023"
Super Kings Vs KKR,KKR,1,JasonRoy ,c Pathirana b Chahar,12,15,1,0,80.00,"May 14, 2023"
Super Kings Vs KKR,KKR,2,RahmanullahGurbaz †,c Deshpande b Chahar,1,4,0,0,25.00,"May 14, 2023"
Super Kings Vs KKR,KKR,3,VenkateshIyer ,c Jadeja b Chahar,9,4,2,0,225.00,"May 14, 2023"
Super Kings Vs KKR,KKR,4,NitishRana (c),not out,57,44,6,1,129.54,"May 14, 2023"
Super Kings Vs KKR,KKR,5,RinkuSingh ,run out (Ali),54,43,4,3,125.58,"May 14, 2023"
Super Kings Vs KKR,KKR,6,AndreRussell ,not out,2,2,0,0,100.00,"May 14, 2023"
Titans Vs Sunrisers,Titans,1,WriddhimanSaha †,c Abhishek Sharma b Kumar,0,3,0,0,0.00,"May 15, 2023"
Titans Vs Sunrisers,Titans,2,ShubmanGill ,c Abdul Samad b Kumar,101,58,13,1,174.13,"May 15, 2023"
Titans Vs Sunrisers,Titans,3,SaiSudharsan ,c Natarajan b Jansen,47,36,6,1,130.55,"May 15, 2023"
Titans Vs Sunrisers,Titans,4,HardikPandya (c),c Tripathi b Kumar,8,6,1,0,133.33,"May 15, 2023"
Titans Vs Sunrisers,Titans,5,DavidMiller ,c Markram b Natarajan,7,5,1,0,140.00,"May 15, 2023"
Titans Vs Sunrisers,Titans,6,RahulTewatia ,c Jansen b Fazalhaq Farooqi,3,3,0,0,100.00,"May 15, 2023"
Titans Vs Sunrisers,Titans,7,DasunShanaka ,not out,9,7,1,0,128.57,"May 15, 2023"
Titans Vs Sunrisers,Titans,8,RashidKhan ,c †Klaasen b Kumar,0,1,0,0,0.00,"May 15, 2023"
Titans Vs Sunrisers,Titans,9,NoorAhmad ,run out (†Klaasen/Kumar),0,1,0,0,0.00,"May 15, 2023"
Titans Vs Sunrisers,Titans,10,MohammedShami ,c Jansen b Kumar,0,1,0,0,0.00,"May 15, 2023"
Titans Vs Sunrisers,Titans,11,MohitSharma ,not out,0,1,0,0,0.00,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,1,AnmolpreetSingh ,c Rashid Khan b Mohammed Shami,5,4,1,0,125.00,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,2,AbhishekSharma ,c †Saha b Yash Dayal,5,5,1,0,100.00,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,3,AidenMarkram (c),c Shanaka b Mohammed Shami,10,10,1,0,100.00,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,4,RahulTripathi ,c Tewatia b Mohammed Shami,1,2,0,0,50.00,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,5,HeinrichKlaasen †,c Miller b Mohammed Shami,64,44,4,3,145.45,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,6,SanvirSingh ,c Sai Sudharsan b Sharma,7,6,0,1,116.66,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,7,AbdulSamad ,c sub (Shivam Mavi) b Sharma,4,3,1,0,133.33,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,8,MarcoJansen ,c Pandya b Sharma,3,6,0,0,50.00,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,9,BhuvneshwarKumar ,c Rashid Khan b Sharma,27,26,3,0,103.84,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,10,MayankMarkande ,not out,18,9,2,1,200.00,"May 15, 2023"
Titans Vs Sunrisers,Sunrisers,11,FazalhaqFarooqi ,not out,1,5,0,0,20.00,"May 15, 2023"
Super Giants Vs Mumbai,Super Giants,1,DeepakHooda ,c David b Behrendorff,5,7,0,0,71.42,"May 16, 2023"
Super Giants Vs Mumbai,Super Giants,2,QuintondeKock †,c †Ishan Kishan b Chawla,16,15,0,2,106.66,"May 16, 2023"
Super Giants Vs Mumbai,Super Giants,3,PrerakMankad ,c †Ishan Kishan b Behrendorff,0,1,0,0,0.00,"May 16, 2023"
Super Giants Vs Mumbai,Super Giants,4,KrunalPandya (c),retired hurt,49,42,1,1,116.66,"May 16, 2023"
Super Giants Vs Mumbai,Super Giants,5,MarcusStoinis ,not out,89,47,4,8,189.36,"May 16, 2023"
Super Giants Vs Mumbai,Super Giants,6,NicholasPooran ,not out,8,8,1,0,100.00,"May 16, 2023"
Super Giants Vs Mumbai,Mumbai,1,IshanKishan †,c Naveen-ul-Haq b Ravi Bishnoi,59,39,8,1,151.28,"May 16, 2023"
Super Giants Vs Mumbai,Mumbai,2,RohitSharma (c),c Hooda b Ravi Bishnoi,37,25,1,3,148.00,"May 16, 2023"
Super Giants Vs Mumbai,Mumbai,3,SuryakumarYadav , b Yash Thakur,7,9,0,0,77.77,"May 16, 2023"
Super Giants Vs Mumbai,Mumbai,4,NehalWadhera ,c sub (K Gowtham) b Mohsin Khan,16,20,2,0,80.00,"May 16, 2023"
Super Giants Vs Mumbai,Mumbai,5,TimDavid ,not out,32,19,1,3,168.42,"May 16, 2023"
Super Giants Vs Mumbai,Mumbai,6,VishnuVinod ,c Pooran b Yash Thakur,2,4,0,0,50.00,"May 16, 2023"
Super Giants Vs Mumbai,Mumbai,7,CameronGreen ,not out,4,6,0,0,66.66,"May 16, 2023"
Capitals Vs Punjab Kings,Capitals,1,DavidWarner (c),c Dhawan b Curran,46,31,5,2,148.38,"May 17, 2023"
Capitals Vs Punjab Kings,Capitals,2,PrithviShaw ,c Taide b Curran,54,38,7,1,142.10,"May 17, 2023"
Capitals Vs Punjab Kings,Capitals,3,RileeRossouw ,not out,82,37,6,6,221.62,"May 17, 2023"
Capitals Vs Punjab Kings,Capitals,4,PhilSalt †,not out,26,14,2,2,185.71,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,1,PrabhsimranSingh ,c Dhull b Patel,22,19,4,0,115.78,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,2,ShikharDhawan (c),c Aman Hakim Khan b Sharma,0,1,0,0,0.00,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,3,AtharvaTaide ,retired out ,55,42,5,2,130.95,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,4,LiamLivingstone ,c Patel b Sharma,94,48,5,9,195.83,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,5,JiteshSharma †,c Ahmed b Nortje,0,3,0,0,0.00,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,6,MShahrukhKhan ,c Patel b Ahmed,6,3,0,1,200.00,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,7,SamCurran , b Nortje,11,5,1,1,220.00,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,8,HarpreetBrar ,run out (†Salt/Nortje),0,1,0,0,0.00,"May 17, 2023"
Capitals Vs Punjab Kings,Punjab Kings,9,RahulChahar ,not out,0,0,0,0,-,"May 17, 2023"
Sunrisers Vs RCB,Sunrisers,1,AbhishekSharma ,c Lomror b Bracewell,11,14,2,0,78.57,"May 18, 2023"
Sunrisers Vs RCB,Sunrisers,2,RahulTripathi ,c Patel b Bracewell,15,12,2,1,125.00,"May 18, 2023"
Sunrisers Vs RCB,Sunrisers,3,AidenMarkram (c), b Shahbaz Ahmed,18,20,0,0,90.00,"May 18, 2023"
Sunrisers Vs RCB,Sunrisers,4,HeinrichKlaasen †, b Patel,104,51,8,6,203.92,"May 18, 2023"
Sunrisers Vs RCB,Sunrisers,5,HarryBrook ,not out,27,19,2,1,142.10,"May 18, 2023"
Sunrisers Vs RCB,Sunrisers,6,GlennPhillips ,c Parnell b Mohammed Siraj,5,4,1,0,125.00,"May 18, 2023"
Sunrisers Vs RCB,RCB,1,ViratKohli ,c Phillips b Kumar,100,63,12,4,158.73,"May 18, 2023"
Sunrisers Vs RCB,RCB,2,FafduPlessis (c),c Tripathi b Natarajan,71,47,7,2,151.06,"May 18, 2023"
Sunrisers Vs RCB,RCB,3,GlennMaxwell ,not out,5,3,1,0,166.66,"May 18, 2023"
Sunrisers Vs RCB,RCB,4,MichaelBracewell ,not out,4,4,0,0,100.00,"May 18, 2023"
Punjab Kings Vs Royals,Punjab Kings,1,PrabhsimranSingh ,c & b Boult,2,2,0,0,100.00,"May 19, 2023"
Punjab Kings Vs Royals,Punjab Kings,2,ShikharDhawan (c),lbw b Zampa,17,12,2,1,141.66,"May 19, 2023"
Punjab Kings Vs Royals,Punjab Kings,3,AtharvaTaide ,c Padikkal b Saini,19,12,3,1,158.33,"May 19, 2023"
Punjab Kings Vs Royals,Punjab Kings,4,LiamLivingstone , b Saini,9,13,1,0,69.23,"May 19, 2023"
Punjab Kings Vs Royals,Punjab Kings,5,SamCurran ,not out,49,31,4,2,158.06,"May 19, 2023"
Punjab Kings Vs Royals,Punjab Kings,6,JiteshSharma †,c sub (D Ferreira) b Saini,44,28,3,3,157.14,"May 19, 2023"
Punjab Kings Vs Royals,Punjab Kings,7,MShahrukhKhan ,not out,41,23,4,2,178.26,"May 19, 2023"
Punjab Kings Vs Royals,Royals,1,YashasviJaiswal ,c sub (R Dhawan) b Ellis,50,36,8,0,138.88,"May 19, 2023"
Punjab Kings Vs Royals,Royals,2,JosButtler ,lbw b Rabada,0,4,0,0,0.00,"May 19, 2023"
Punjab Kings Vs Royals,Royals,3,DevduttPadikkal ,c Harpreet Brar b Arshdeep Singh,51,30,5,3,170.00,"May 19, 2023"
Punjab Kings Vs Royals,Royals,4,SanjuSamson (c)†,c sub (R Dhawan) b Chahar,2,3,0,0,66.66,"May 19, 2023"
Punjab Kings Vs Royals,Royals,5,ShimronHetmyer ,c Dhawan b Curran,46,28,4,3,164.28,"May 19, 2023"
Punjab Kings Vs Royals,Royals,6,RiyanParag ,c Taide b Rabada,20,12,1,2,166.66,"May 19, 2023"
Punjab Kings Vs Royals,Royals,7,DhruvJurel ,not out,10,4,0,1,250.00,"May 19, 2023"
Punjab Kings Vs Royals,Royals,8,TrentBoult ,not out,1,2,0,0,50.00,"May 19, 2023"
Super Kings Vs Capitals,Super Kings,1,RuturajGaikwad ,c Rossouw b Sakariya,79,50,3,7,158.00,"May 20, 2023"
Super Kings Vs Capitals,Super Kings,2,DevonConway ,c Aman Hakim Khan b Nortje,87,52,11,3,167.30,"May 20, 2023"
Super Kings Vs Capitals,Super Kings,3,ShivamDube ,c Lalit Yadav b Ahmed,22,9,0,3,244.44,"May 20, 2023"
Super Kings Vs Capitals,Super Kings,4,MSDhoni (c)†,not out,5,4,0,0,125.00,"May 20, 2023"
Super Kings Vs Capitals,Super Kings,5,RavindraJadeja ,not out,20,7,3,1,285.71,"May 20, 2023"
Super Kings Vs Capitals,Capitals,1,PrithviShaw ,c Rayudu b Deshpande,5,7,1,0,71.42,"May 20, 2023"
Super Kings Vs Capitals,Capitals,2,DavidWarner (c),c Gaikwad b Pathirana,86,58,7,5,148.27,"May 20, 2023"
Super Kings Vs Capitals,Capitals,3,PhilSalt †,c Rahane b Chahar,3,6,0,0,50.00,"May 20, 2023"
Super Kings Vs Capitals,Capitals,4,RileeRossouw , b Chahar,0,1,0,0,0.00,"May 20, 2023"
Super Kings Vs Capitals,Capitals,5,YashDhull ,c Deshpande b Jadeja,13,15,1,0,86.66,"May 20, 2023"
Super Kings Vs Capitals,Capitals,6,AxarPatel ,c Gaikwad b Chahar,15,8,1,1,187.50,"May 20, 2023"
Super Kings Vs Capitals,Capitals,7,AmanHakimKhan ,c Ali b Pathirana,7,9,1,0,77.77,"May 20, 2023"
Super Kings Vs Capitals,Capitals,8,LalitYadav ,c Ali b Theekshana,6,12,0,0,50.00,"May 20, 2023"
Super Kings Vs Capitals,Capitals,9,AnrichNortje ,not out,0,1,0,0,0.00,"May 20, 2023"
Super Kings Vs Capitals,Capitals,10,KuldeepYadav ,lbw b Theekshana,0,1,0,0,0.00,"May 20, 2023"
Super Kings Vs Capitals,Capitals,11,ChetanSakariya ,not out,0,2,0,0,0.00,"May 20, 2023"
Super Giants Vs KKR,Super Giants,1,KaranSharma ,c Thakur b Harshit Rana,3,5,0,0,60.00,"May 20, 2023"
Super Giants Vs KKR,Super Giants,2,QuintondeKock †,c Russell b Varun,28,27,0,2,103.70,"May 20, 2023"
Super Giants Vs KKR,Super Giants,3,PrerakMankad ,c Harshit Rana b Arora,26,20,5,0,130.00,"May 20, 2023"
Super Giants Vs KKR,Super Giants,4,MarcusStoinis ,c Iyer b Arora,0,2,0,0,0.00,"May 20, 2023"
Super Giants Vs KKR,Super Giants,5,KrunalPandya (c),c Singh b Narine,9,8,0,1,112.50,"May 20, 2023"
Super Giants Vs KKR,Super Giants,6,AyushBadoni ,c Thakur b Narine,25,21,2,1,119.04,"May 20, 2023"
Super Giants Vs KKR,Super Giants,7,NicholasPooran ,c Iyer b Thakur,58,30,4,5,193.33,"May 20, 2023"
Super Giants Vs KKR,Super Giants,8,KrishnappaGowtham ,not out,11,4,1,1,275.00,"May 20, 2023"
Super Giants Vs KKR,Super Giants,9,RaviBishnoi , b Thakur,2,2,0,0,100.00,"May 20, 2023"
Super Giants Vs KKR,Super Giants,10,Naveen-ul-Haq ,not out,2,3,0,0,66.66,"May 20, 2023"
Super Giants Vs KKR,KKR,1,JasonRoy , b Pandya,45,28,7,1,160.71,"May 20, 2023"
Super Giants Vs KKR,KKR,2,VenkateshIyer ,c Ravi Bishnoi b Gowtham,24,15,3,1,160.00,"May 20, 2023"
Super Giants Vs KKR,KKR,3,NitishRana (c),c Pandya b Ravi Bishnoi,8,10,1,0,80.00,"May 20, 2023"
Super Giants Vs KKR,KKR,4,RahmanullahGurbaz †,c Ravi Bishnoi b Yash Thakur,10,15,0,0,66.66,"May 20, 2023"
Super Giants Vs KKR,KKR,5,RinkuSingh ,not out,67,33,6,4,203.03,"May 20, 2023"
Super Giants Vs KKR,KKR,6,AndreRussell , b Ravi Bishnoi,7,9,0,1,77.77,"May 20, 2023"
Super Giants Vs KKR,KKR,7,ShardulThakur ,c Mankad b Yash Thakur,3,7,0,0,42.85,"May 20, 2023"
Super Giants Vs KKR,KKR,8,SunilNarine ,run out (Naveen-ul-Haq/†de Kock),1,2,0,0,50.00,"May 20, 2023"
Super Giants Vs KKR,KKR,9,VaibhavArora ,not out,1,1,0,0,100.00,"May 20, 2023"
Sunrisers Vs Mumbai,Sunrisers,1,VivrantSharma ,c sub (Ramandeep Singh) b Madhwal,69,47,9,2,146.80,"May 21, 2023"
Sunrisers Vs Mumbai,Sunrisers,2,MayankAgarwal ,c †Ishan Kishan b Madhwal,83,46,8,4,180.43,"May 21, 2023"
Sunrisers Vs Mumbai,Sunrisers,3,HeinrichKlaasen †, b Madhwal,18,13,2,0,138.46,"May 21, 2023"
Sunrisers Vs Mumbai,Sunrisers,4,GlennPhillips ,c Kartikeya b Jordan,1,4,0,0,25.00,"May 21, 2023"
Sunrisers Vs Mumbai,Sunrisers,5,AidenMarkram (c),not out,13,7,0,1,185.71,"May 21, 2023"
Sunrisers Vs Mumbai,Sunrisers,6,HarryBrook , b Madhwal,0,1,0,0,0.00,"May 21, 2023"
Sunrisers Vs Mumbai,Sunrisers,7,SanvirSingh ,not out,4,3,1,0,133.33,"May 21, 2023"
Sunrisers Vs Mumbai,Mumbai,1,IshanKishan †,c Brook b Kumar,14,12,1,1,116.66,"May 21, 2023"
Sunrisers Vs Mumbai,Mumbai,2,RohitSharma (c),c Nitish Kumar Reddy b Dagar,56,37,8,1,151.35,"May 21, 2023"
Sunrisers Vs Mumbai,Mumbai,3,CameronGreen ,not out,100,47,8,8,212.76,"May 21, 2023"
Sunrisers Vs Mumbai,Mumbai,4,SuryakumarYadav ,not out,25,16,4,0,156.25,"May 21, 2023"
RCB Vs Titans,RCB,1,ViratKohli ,not out,101,61,13,1,165.57,"May 21, 2023"
