name,team,link
NitishKumarReddy,Sunrisers,https://www.espncricinfo.com/cricketers/nitish-kumar-reddy-1175496
KaranSharma ,Super Giants,https://www.espncricinfo.com/cricketers/karan-sharma-1246518
VivrantSharma ,Sunrisers,https://www.espncricinfo.com/cricketers/vivrant-sharma-1252370
DineshKarthik ,RCB,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045
AnujRawat †,RCB,https://www.espncricinfo.com/cricketers/anuj-rawat-1123073
HimanshuSharma,RCB,https://www.espncricinfo.com/cricketers/himanshu-sharma-1350761
DarshanNalkande ,Titans,https://www.espncricinfo.com/cricketers/darshan-nalkande-1111917
DarshanNalkande,Titans,https://www.espncricinfo.com/cricketers/darshan-nalkande-1111917
ChrisJordan ,Mumbai,https://www.espncricinfo.com/cricketers/chris-jordan-288992
MohsinKhan ,Super Giants,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005
VishnuVinod †,Mumbai,https://www.espncricinfo.com/cricketers/vishnu-vinod-732293
KumarKartikeya ,Mumbai,https://www.espncricinfo.com/cricketers/kumar-kartikeya-1159843
